store_name,city,zip_code,store_location,county,category_name,vendor_name,item_description,pack,bottle_volume_ml,state_bottle_cost,state_bottle_retail,bottles_sold,sale_dollars,volume_sold_liters,volume_sold_gallons,year,month,day,day_of_week
wines and spirits,washington,52353,POINT (-91.692214 41.300399),washington,imported distilled spirit specialty,sazerac company  inc,tortilla gold dss,12,1000,4.51,6.77,216,1462.32,216.0,57.06,2018,7,16,0
wilkie liquors,mount vernon,52314,POINT (-91.410401 41.918328),linn,distilled spirits specialty,sazerac company  inc,tortilla gold dss,12,1000,4.51,6.77,60,406.2,60.0,15.85,2016,4,21,3
sam's club,ames,50010,POINT (-93.613648 42.001123),story,distilled spirits specialty,sazerac company  inc,tortilla gold dss,12,1000,4.51,6.76,120,811.2,120.0,31.7,2014,2,5,2
sam's club,cedar rapids,52402,POINT (-91.67969 42.031819),linn,distilled spirits specialty,sazerac company  inc,tortilla gold dss,12,1000,4.51,6.77,768,5199.36,768.0,202.88,2016,4,18,0
celtics beverage company,emmetsburg,50536,POINT (-94.678807 43.10937),palo alto,apple schnapps,jim beam brands,dekuyper sour apple,12,1000,7.35,11.02,8,88.16,8.0,2.11,2012,3,14,2
cork it!,le mars,51031,POINT (-96.178219 42.776296),plymouth,apple schnapps,jim beam brands,dekuyper sour apple,12,1000,7.35,11.02,4,44.08,4.0,1.06,2012,1,30,0
super valu,lake city,51449,POINT (-94.724867 42.267363),calhoun,apple schnapps,jim beam brands,dekuyper sour apple,12,1000,7.35,11.02,4,44.08,4.0,1.06,2012,2,29,2
sonny's super market,west point,52656,POINT (-91.452491 40.717867),lee,apple schnapps,jim beam brands,dekuyper sour apple,12,1000,7.62,11.43,4,45.72,4.0,1.06,2015,10,5,0
al's liquors unlimited,storm lake,50588,POINT (-95.202405 42.647492),buena vista,apple schnapps,jim beam brands,dekuyper sour apple,12,1000,7.35,11.02,4,44.08,4.0,1.06,2012,4,11,2
jesup food center,jesup,50648,POINT (-92.062259 42.469327),buchanan,apple schnapps,jim beam brands,dekuyper sour apple,12,1000,7.35,11.02,5,55.1,5.0,1.32,2012,10,24,2
hy-vee,cedar rapids,52402,POINT (-91.668909 42.034799),linn,apple schnapps,jim beam brands,dekuyper sour apple,12,1000,7.87,11.81,5,59.05,5.0,1.32,2016,3,21,0
sam's club,windsor heights,50311,POINT (-93.718027 41.599172),polk,apple schnapps,jim beam brands,dekuyper sour apple,12,1000,7.62,11.43,156,1783.08,156.0,41.21,2015,11,10,1
main street spirits,mapleton,51034,POINT (-95.79375 42.165915),monona,apple schnapps,jim beam brands,dekuyper sour apple,12,1000,7.87,11.81,4,47.24,4.0,1.06,2016,8,23,1
great pastimes,monticello,52310,POINT (-91.183413 42.24013200000001),jones,apple schnapps,jim beam brands,dekuyper sour apple,12,1000,7.62,11.43,5,57.15,5.0,1.32,2013,6,15,5
hy-vee,des moines,50320,POINT (-93.596754 41.554101),polk,apple schnapps,jim beam brands,dekuyper sour apple,12,1000,7.35,11.02,48,528.96,48.0,12.68,2013,1,3,3
mmdg spirits,ames,50014,POINT (-93.650131 42.021789),story,apple schnapps,jim beam brands,dekuyper sour apple,12,1000,7.35,11.02,4,44.08,4.0,1.06,2013,1,31,3
hy-vee,centerville,52544,POINT (-92.86795 40.735639),appanoose,apple schnapps,jim beam brands,dekuyper sour apple,12,1000,7.62,11.43,4,45.72,4.0,1.06,2014,12,17,2
mmdg spirits,ames,50014,POINT (-93.650131 42.021789),story,apple schnapps,jim beam brands,dekuyper sour apple,12,1000,7.62,11.43,10,114.3,10.0,2.64,2015,4,22,2
sam's club,ames,50010,POINT (-93.613648 42.001123),story,apple schnapps,jim beam brands,dekuyper sour apple,12,1000,7.62,11.43,60,685.8,60.0,15.85,2015,11,11,2
hy-vee,fairfield,52556,POINT (-91.978702 41.006456),jefferson,apple schnapps,jim beam brands,dekuyper sour apple,12,1000,7.62,11.43,4,45.72,4.0,1.06,2015,11,30,0
jesup food center,jesup,50648,POINT (-92.062259 42.469327),buchanan,apple schnapps,jim beam brands,dekuyper sour apple,12,1000,7.62,11.43,5,57.15,5.0,1.32,2013,3,20,2
great pastimes,monticello,52310,POINT (-91.183413 42.24013200000001),jones,apple schnapps,jim beam brands,dekuyper sour apple,12,1000,7.62,11.43,5,57.15,5.0,1.32,2015,5,19,1
sam's club,windsor heights,50311,POINT (-93.718027 41.599172),polk,apple schnapps,jim beam brands,dekuyper sour apple,12,1000,7.35,11.02,48,528.96,48.0,12.68,2012,9,12,2
sam's club,cedar rapids,52402,POINT (-91.67969 42.031819),linn,apple schnapps,jim beam brands,dekuyper sour apple,12,1000,7.35,11.02,48,528.96,48.0,12.68,2012,1,11,2
rolfe area market,rolfe,50581,POINT (-94.52788900000002 42.814369),pocahontas,apple schnapps,jim beam brands,dekuyper sour apple,12,1000,7.62,11.43,4,45.72,4.0,1.06,2016,1,26,1
river mart,west burlington,52655,POINT (-91.209254 40.839429),des moines,cinnamon schnapps,jim beam brands,dekuyper hot damn!,12,1000,7.62,11.43,60,685.8,60.0,15.85,2015,8,31,0
al's liquors unlimited,storm lake,50588,POINT (-95.202405 42.647492),buena vista,cinnamon schnapps,jim beam brands,dekuyper hot damn!,12,1000,7.35,11.02,5,55.1,5.0,1.32,2012,6,6,2
great pastimes,monticello,52310,POINT (-91.183413 42.24013200000001),jones,cinnamon schnapps,jim beam brands,dekuyper hot damn!,12,1000,7.62,11.43,5,57.15,5.0,1.32,2013,5,29,2
roy's foodland,shellsburg,52332,POINT (-91.869285 42.094155),benton,cinnamon schnapps,jim beam brands,dekuyper hot damn!,12,1000,7.87,11.81,4,47.24,4.0,1.06,2016,8,10,2
mac's liquor and videos,corydon,50060,POINT (-93.315977 40.757158),wayne,cinnamon schnapps,jim beam brands,dekuyper hot damn!,12,1000,7.62,11.43,4,45.72,4.0,1.06,2013,2,18,0
abby lea's,nashua,50658,POINT (-92.547524 42.959023),chickasaw,cinnamon schnapps,jim beam brands,dekuyper hot damn!,12,1000,7.62,11.43,4,45.72,4.0,1.06,2013,11,12,1
sam's club,cedar rapids,52402,POINT (-91.67969 42.031819),linn,cinnamon schnapps,jim beam brands,dekuyper hot damn!,12,1000,7.62,11.43,60,685.8,60.0,15.85,2013,11,18,0
monte spirits,montezuma,50171,POINT (-92.523692 41.585429),poweshiek,cinnamon schnapps,jim beam brands,dekuyper hot damn!,12,1000,7.62,11.43,4,45.72,4.0,1.06,2015,1,29,3
sonny's super market,west point,52656,POINT (-91.452491 40.717867),lee,cinnamon schnapps,jim beam brands,dekuyper hot damn!,12,1000,7.62,11.43,4,45.72,4.0,1.06,2013,6,11,1
hy-vee,des moines,50320,POINT (-93.596754 41.554101),polk,grape schnapps,jim beam brands,dekuyper grape pucker,12,1000,7.35,11.02,48,528.96,48.0,12.68,2012,6,7,3
hy-vee,des moines,50320,POINT (-93.596754 41.554101),polk,grape schnapps,jim beam brands,dekuyper grape pucker,12,1000,7.35,11.02,48,528.96,48.0,12.68,2012,4,2,0
hy-vee,centerville,52544,POINT (-92.86795 40.735639),appanoose,grape schnapps,jim beam brands,dekuyper grape pucker,12,1000,7.62,11.43,4,45.72,4.0,1.06,2014,10,8,2
central city,des moines,50314,POINT (-93.613739 41.60572),polk,grape schnapps,jim beam brands,dekuyper grape pucker,12,1000,7.35,11.02,84,925.68,84.0,22.19,2012,12,27,3
jesup food center,jesup,50648,POINT (-92.062259 42.469327),buchanan,grape schnapps,jim beam brands,dekuyper grape pucker,12,1000,7.62,11.43,4,45.72,4.0,1.06,2013,5,8,2
hy-vee,des moines,50320,POINT (-93.596754 41.554101),polk,grape schnapps,jim beam brands,dekuyper grape pucker,12,1000,7.62,11.43,48,548.64,48.0,12.68,2015,2,5,3
hy-vee,des moines,50320,POINT (-93.596754 41.554101),polk,grape schnapps,jim beam brands,dekuyper grape pucker,12,1000,7.35,11.02,72,793.44,72.0,19.02,2012,4,9,0
sam's club,davenport,52807,POINT (-90.527081 41.559731),scott,grape schnapps,jim beam brands,dekuyper grape pucker,12,1000,7.35,11.02,60,661.2,60.0,15.85,2012,11,13,1
central city,des moines,50314,POINT (-93.613739 41.60572),polk,grape schnapps,jim beam brands,dekuyper grape pucker,12,1000,7.62,11.43,60,685.8,60.0,15.85,2015,12,18,4
hy-vee,des moines,50320,POINT (-93.596754 41.554101),polk,grape schnapps,jim beam brands,dekuyper grape pucker,12,1000,7.62,11.43,96,1097.28,96.0,25.36,2014,4,21,0
mmdg spirits,ames,50014,POINT (-93.650131 42.021789),story,grape schnapps,jim beam brands,dekuyper grape pucker,12,1000,7.62,11.43,7,80.01,7.0,1.85,2013,10,16,2
hy-vee,des moines,50320,POINT (-93.596754 41.554101),polk,grape schnapps,jim beam brands,dekuyper grape pucker,12,1000,7.35,11.02,48,528.96,48.0,12.68,2012,11,12,0
hy-vee,bettendorf,52722,POINT (-90.483701 41.552338),scott,grape schnapps,jim beam brands,dekuyper grape pucker,12,1000,7.62,11.43,4,45.72,4.0,1.06,2015,12,16,2
central city,des moines,50314,POINT (-93.613739 41.60572),polk,grape schnapps,jim beam brands,dekuyper grape pucker,12,1000,7.62,11.43,48,548.64,48.0,12.68,2014,5,29,3
central city,des moines,50314,POINT (-93.619787 41.60566),polk,grape schnapps,jim beam brands,dekuyper grape pucker,12,1000,7.35,11.02,48,528.96,48.0,12.68,2012,7,23,0
central city,des moines,50314,POINT (-93.613739 41.60572),polk,grape schnapps,jim beam brands,dekuyper grape pucker,12,1000,7.62,11.43,84,960.12,84.0,22.19,2013,3,21,3
hy-vee,des moines,50320,POINT (-93.596754 41.554101),polk,grape schnapps,jim beam brands,dekuyper grape pucker,12,1000,7.62,11.43,84,960.12,84.0,22.19,2014,12,1,0
celtics beverage company,emmetsburg,50536,POINT (-94.678807 43.10937),palo alto,grape schnapps,jim beam brands,dekuyper grape pucker,12,1000,7.87,11.81,4,47.24,4.0,1.06,2016,8,24,2
hy-vee,ottumwa,52501,POINT (-92.401538 41.026754000000004),wapello,grape schnapps,jim beam brands,dekuyper grape pucker,12,1000,7.62,11.43,4,45.72,4.0,1.06,2014,1,8,2
hy-vee,webster city,50595,POINT (-93.825486 42.469466),hamilton,grape schnapps,jim beam brands,dekuyper grape pucker,12,1000,7.62,11.43,4,45.72,4.0,1.06,2015,6,23,1
central city,des moines,50314,POINT (-93.613739 41.60572),polk,grape schnapps,jim beam brands,dekuyper grape pucker,12,1000,7.62,11.43,60,685.8,60.0,15.85,2013,9,12,3
hy-vee,des moines,50320,POINT (-93.596754 41.554101),polk,grape schnapps,jim beam brands,dekuyper grape pucker,12,1000,7.62,11.43,72,822.96,72.0,19.02,2015,5,7,3
central city,des moines,50314,POINT (-93.613739 41.60572),polk,grape schnapps,jim beam brands,dekuyper grape pucker,12,1000,7.62,11.43,48,548.64,48.0,12.68,2015,1,22,3
"spirits, stogies and stuff",holstein,51025,POINT (-95.544794 42.488704),ida,grape schnapps,jim beam brands,dekuyper grape pucker,12,1000,7.62,11.43,4,45.72,4.0,1.06,2013,11,6,2
sam's club,cedar rapids,52402,POINT (-91.67969 42.031819),linn,grape schnapps,jim beam brands,dekuyper grape pucker,12,1000,7.62,11.43,96,1097.28,96.0,25.36,2015,6,15,0
hy-vee,des moines,50320,POINT (-93.596754 41.554101),polk,grape schnapps,jim beam brands,dekuyper grape pucker,12,1000,7.62,11.43,60,685.8,60.0,15.85,2013,4,15,0
central city,des moines,50314,POINT (-93.613739 41.60572),polk,grape schnapps,jim beam brands,dekuyper grape pucker,12,1000,7.62,11.43,60,685.8,60.0,15.85,2014,1,9,3
sam's club,windsor heights,50311,POINT (-93.718027 41.599172),polk,butterscotch schnapps,jim beam brands,dekuyper buttershots,12,1000,7.35,11.02,48,528.96,48.0,12.68,2012,10,17,2
quick shop,clear lake,50428,POINT (-93.378772 43.142868),cerro gordo,butterscotch schnapps,jim beam brands,dekuyper buttershots,12,1000,7.62,11.43,4,45.72,4.0,1.06,2014,6,23,0
j d spirits liquor,onawa,51040,POINT (-96.095845 42.025841),monona,butterscotch schnapps,jim beam brands,dekuyper buttershots,12,1000,7.87,11.81,4,47.24,4.0,1.06,2016,8,10,2
sam's club,davenport,52807,POINT (-90.527081 41.559731),scott,butterscotch schnapps,jim beam brands,dekuyper buttershots,12,1000,7.87,11.81,144,1700.64,144.0,38.04,2016,3,23,2
hy-vee,des moines,50310,POINT (-93.65129 41.626668),polk,butterscotch schnapps,jim beam brands,dekuyper buttershots,12,1000,7.62,11.43,4,45.72,4.0,1.06,2015,8,6,3
i-80 liquor,council bluffs,51501,POINT (-95.8792 41.238092),pottawattamie,butterscotch schnapps,jim beam brands,dekuyper buttershots,12,1000,7.35,11.02,8,88.16,8.0,2.11,2012,3,20,1
a-town liquor store,alton,51003,POINT (-96.010058 42.987005),sioux,butterscotch schnapps,jim beam brands,dekuyper buttershots,12,1000,7.35,11.02,4,44.08,4.0,1.06,2012,5,25,4
sam's club,council bluffs,51501,POINT (-95.847163 41.225208),pottawattamie,butterscotch schnapps,jim beam brands,dekuyper buttershots,12,1000,7.87,11.81,156,1842.36,156.0,41.21,2016,3,22,1
hy-vee,council bluffs,51503,POINT (-95.825137 41.242732),pottawattamie,butterscotch schnapps,jim beam brands,dekuyper buttershots,12,1000,7.35,11.02,4,44.08,4.0,1.06,2012,5,8,1
"liquor barn, inc.",hampton,50441,POINT (-93.21693 42.741728),franklin,butterscotch schnapps,jim beam brands,dekuyper buttershots,12,1000,7.62,11.43,4,45.72,4.0,1.06,2015,7,27,0
hy-vee,iowa city,52240,POINT (-91.518868 41.676095),johnson,butterscotch schnapps,jim beam brands,dekuyper buttershots,12,1000,7.87,11.81,5,59.05,5.0,1.32,2016,8,9,1
hy-vee,creston,50801,POINT (-94.372552 41.051462),union,butterscotch schnapps,jim beam brands,dekuyper buttershots,12,1000,7.62,11.43,4,45.72,4.0,1.06,2014,9,30,1
sam's club,cedar rapids,52402,POINT (-91.67969 42.031819),linn,butterscotch schnapps,jim beam brands,dekuyper buttershots,12,1000,7.62,11.43,120,1371.6,120.0,31.7,2013,11,18,0
hy-vee,des moines,50310,POINT (-93.65129 41.626668),polk,butterscotch schnapps,jim beam brands,dekuyper buttershots,12,1000,7.62,11.43,4,45.72,4.0,1.06,2015,10,8,3
a j's liquor ii,ames,50010,POINT (-93.650838 42.021461),story,butterscotch schnapps,jim beam brands,dekuyper buttershots,12,1000,7.62,11.43,4,45.72,4.0,1.06,2013,9,18,2
sonny's super market,west point,52656,POINT (-91.452491 40.717867),lee,butterscotch schnapps,jim beam brands,dekuyper buttershots,12,1000,7.35,11.02,4,44.08,4.0,1.06,2013,1,29,1
lansing liquor and more,lansing,52151,POINT (-91.219222 43.36182),allamakee,butterscotch schnapps,jim beam brands,dekuyper buttershots,12,1000,7.62,11.43,4,45.72,4.0,1.06,2014,3,26,2
al's liquors unlimited,storm lake,50588,POINT (-95.202405 42.647492),buena vista,butterscotch schnapps,jim beam brands,dekuyper buttershots,12,1000,7.62,11.43,5,57.15,5.0,1.32,2015,10,21,2
sonny's super market,west point,52656,POINT (-91.452491 40.717867),lee,butterscotch schnapps,jim beam brands,dekuyper buttershots,12,1000,7.62,11.43,4,45.72,4.0,1.06,2014,6,27,4
main street spirits,mapleton,51034,POINT (-95.79375 42.165915),monona,peach schnapps,jim beam brands,dekuyper peachtree,12,1000,7.62,11.43,4,45.72,4.0,1.06,2015,12,29,1
graettinger market,graettinger,51342,POINT (-94.750949 43.237678),palo alto,peach schnapps,jim beam brands,dekuyper peachtree,12,1000,7.87,11.81,4,47.24,4.0,1.06,2016,8,24,2
hy-vee,spencer,51301,POINT (-95.14506 43.145897),clay,peach schnapps,jim beam brands,dekuyper peachtree,12,1000,7.62,11.43,7,80.01,7.0,1.85,2015,1,6,1
sonny's super market,west point,52656,POINT (-91.452491 40.717867),lee,peach schnapps,jim beam brands,dekuyper peachtree,12,1000,7.62,11.43,4,45.72,4.0,1.06,2013,12,20,4
lot-a-spirits,bettendorf,52722,POINT (-90.48065 41.529655),scott,peach schnapps,jim beam brands,dekuyper peachtree,12,1000,7.35,11.02,60,661.2,60.0,15.85,2012,9,6,3
hy-vee,des moines,50320,POINT (-93.596754 41.554101),polk,peach schnapps,jim beam brands,dekuyper peachtree,12,1000,7.62,11.43,72,822.96,72.0,19.02,2014,8,28,3
lot-a-spirits,bettendorf,52722,POINT (-90.48065 41.529655),scott,peach schnapps,jim beam brands,dekuyper peachtree,12,1000,7.62,11.43,60,685.8,60.0,15.85,2014,3,26,2
central city,des moines,50314,POINT (-93.619787 41.60566),polk,peach schnapps,jim beam brands,dekuyper peachtree,12,1000,7.35,11.02,60,661.2,60.0,15.85,2012,11,5,0
sam's club,ames,50010,POINT (-93.613648 42.001123),story,peach schnapps,jim beam brands,dekuyper peachtree,12,1000,7.35,11.02,48,528.96,48.0,12.68,2012,5,25,4
hy-vee,des moines,50320,POINT (-93.596754 41.554101),polk,peach schnapps,jim beam brands,dekuyper peachtree,12,1000,7.62,11.43,96,1097.28,96.0,25.36,2013,3,21,3
central city,des moines,50314,POINT (-93.613739 41.60572),polk,peach schnapps,jim beam brands,dekuyper peachtree,12,1000,7.62,11.43,48,548.64,48.0,12.68,2014,8,11,0
sonny's super market,west point,52656,POINT (-91.452491 40.717867),lee,peach schnapps,jim beam brands,dekuyper peachtree,12,1000,7.62,11.43,4,45.72,4.0,1.06,2013,2,12,1
hy-vee,des moines,50320,POINT (-93.596754 41.554101),polk,peach schnapps,jim beam brands,dekuyper peachtree,12,1000,7.62,11.43,72,822.96,72.0,19.02,2014,1,9,3
mac's liquor and videos,corydon,50060,POINT (-93.315977 40.757158),wayne,peach schnapps,jim beam brands,dekuyper peachtree,12,1000,7.35,11.02,5,55.1,5.0,1.32,2012,3,5,0
franklin street floral & gift,monona,52159,POINT (-91.390767 43.055133),clayton,peach schnapps,jim beam brands,dekuyper peachtree,12,1000,7.62,11.43,5,57.15,5.0,1.32,2014,7,14,0
main street spirits,mapleton,51034,POINT (-95.79375 42.165915),monona,peach schnapps,jim beam brands,dekuyper peachtree,12,1000,7.62,11.43,5,57.15,5.0,1.32,2014,5,21,2
hy-vee,des moines,50320,POINT (-93.596754 41.554101),polk,peach schnapps,jim beam brands,dekuyper peachtree,12,1000,7.62,11.43,96,1097.28,96.0,25.36,2015,6,18,3
hy-vee,des moines,50320,POINT (-93.596754 41.554101),polk,peach schnapps,jim beam brands,dekuyper peachtree,12,1000,7.35,11.02,120,1322.4,120.0,31.7,2012,1,5,3
central city,des moines,50314,POINT (-93.613739 41.60572),polk,peach schnapps,jim beam brands,dekuyper peachtree,12,1000,7.62,11.43,84,960.12,84.0,22.19,2015,9,10,3
hy-vee,des moines,50320,POINT (-93.596754 41.554101),polk,peach schnapps,jim beam brands,dekuyper peachtree,12,1000,7.35,11.02,72,793.44,72.0,19.02,2012,2,27,0
hy-vee,des moines,50320,POINT (-93.596754 41.554101),polk,peach schnapps,jim beam brands,dekuyper peachtree,12,1000,7.62,11.43,84,960.12,84.0,22.19,2014,7,2,2
hy-vee,des moines,50320,POINT (-93.596754 41.554101),polk,peach schnapps,jim beam brands,dekuyper peachtree,12,1000,7.62,11.43,96,1097.28,96.0,25.36,2014,10,2,3
central city,des moines,50314,POINT (-93.613739 41.60572),polk,peach schnapps,jim beam brands,dekuyper peachtree,12,1000,7.62,11.43,48,548.64,48.0,12.68,2015,5,28,3
great spirits wine & liquor co.,arnolds park,51331,POINT (-95.127395 43.368989000000006),dickinson,peach schnapps,jim beam brands,dekuyper peachtree,12,1000,7.62,11.43,4,45.72,4.0,1.06,2014,9,9,1
sam's club,windsor heights,50311,POINT (-93.718027 41.599172),polk,peach schnapps,jim beam brands,dekuyper peachtree,12,1000,7.35,11.02,120,1322.4,120.0,31.7,2012,7,11,2
lot-a-spirits,bettendorf,52722,POINT (-90.48065 41.529655),scott,peach schnapps,jim beam brands,dekuyper peachtree,12,1000,7.35,11.02,60,661.2,60.0,15.85,2012,4,5,3
thriftway,la porte city,50651,POINT (-92.190813 42.316243),black hawk,peach schnapps,jim beam brands,dekuyper peachtree,12,1000,7.62,11.43,4,45.72,4.0,1.06,2013,12,16,0
central city,des moines,50314,POINT (-93.613739 41.60572),polk,peach schnapps,jim beam brands,dekuyper peachtree,12,1000,7.62,11.43,60,685.8,60.0,15.85,2015,10,22,3
great pastimes,monticello,52310,POINT (-91.183413 42.24013200000001),jones,peach schnapps,jim beam brands,dekuyper peachtree,12,1000,7.62,11.43,4,45.72,4.0,1.06,2013,12,23,0
sam's club,council bluffs,51501,POINT (-95.847163 41.225208),pottawattamie,peach schnapps,jim beam brands,dekuyper peachtree,12,1000,7.87,11.81,264,3117.84,264.0,69.74,2016,3,22,1
franklin street floral & gift,monona,52159,POINT (-91.390767 43.055133),clayton,peach schnapps,jim beam brands,dekuyper peachtree,12,1000,7.62,11.43,4,45.72,4.0,1.06,2015,12,7,0
sam's club,waterloo,50702,POINT (-92.353103 42.456374),black hawk,peach schnapps,jim beam brands,dekuyper peachtree,12,1000,7.35,11.02,48,528.96,48.0,12.68,2012,7,23,0
i-80 liquor,council bluffs,51501,POINT (-95.8792 41.238092),pottawattamie,peach schnapps,jim beam brands,dekuyper peachtree,12,1000,7.62,11.43,48,548.64,48.0,12.68,2014,3,17,0
fareway stores,creston,50801,POINT (-94.237509 40.715722),union,peach schnapps,jim beam brands,dekuyper peachtree,12,1000,7.62,11.43,4,45.72,4.0,1.06,2014,10,14,1
main street market of anita,anita,50020,POINT (-94.765365 41.444887),cass,peach schnapps,jim beam brands,dekuyper peachtree,12,1000,7.62,11.43,4,45.72,4.0,1.06,2014,10,20,0
